BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,StockOptionLevel_0,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
0.0,1.0,0.0,0.0,0.6394349619425527,0.36056503805744733,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6394349619425527,0.0,0.0,0.0,0.0,0.0,0.36056503805744733,0.6394349619425527,0.36056503805744733,0.0,0.6394349619425527,0.0,1.0,0.0,0.0,47.904178934391474,660.9318423268701,5.605650380574473,2.081695114172342,3.2788699238851056,63.12960564697661,2.0,1.0,2.918304885827658,2254.8839317940656,13775.573631330388,6.115479695540421,15.442260152229789,3.0,3.639434961942553,2.2788699238851056,2.639434961942553,2.7211300761148944,1.0,0.0,0.0,0.0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.518660891582733,0.0,0.0,0.0,0.0,0.481339108417267,0.518660891582733,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518660891582733,0.481339108417267,0.0,0.518660891582733,0.481339108417267,0.0,0.0,0.518660891582733,31.406695542086336,714.3737050718712,11.074643566330932,3.481339108417267,1.0,54.074643566330934,2.481339108417267,1.0,1.962678216834534,2530.9050171258277,3116.0861757845323,2.555982674748199,15.0,3.0,4.0,3.037321783165466,1.5559826747481988,3.0,2.0,2.0,2.0,0.962678216834534,1
0.0,0.41165849424126644,0.5883415057587336,0.0,0.0,1.0,0.0,0.0,0.41165849424126644,0.0,0.0,0.5883415057587336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5883415057587336,1.0,0.0,0.0,0.0,37.4699509654476,767.2303376100162,4.0,3.0,2.765024517276201,73.65024517276201,3.0,2.5883415057587333,1.4116584942412664,9488.553521807233,10013.964666963018,0.41165849424126644,20.353366023034933,3.5883415057587333,1.8233169884825329,8.588341505758734,3.234975482723799,3.0,8.0,7.0,5.234975482723799,7.0,1
0.9705430069935685,0.029456993006431453,0.0,0.0,1.0,0.0,0.0,0.9705430069935685,0.0,0.029456993006431453,0.0,0.0,0.9705430069935685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9705430069935685,0.029456993006431453,0.0,0.029456993006431453,0.0,1.0,0.0,0.0,40.55814510490353,905.4403171328778,5.0,2.0,1.058913986012863,94.79380104895498,2.0,1.0,1.058913986012863,2114.629361188666,20310.821480768893,5.852715034967843,16.911629020980705,3.0,1.0,5.088370979019294,2.0,1.058913986012863,1.2061989510450202,0.20619895104502017,0.029456993006431453,0.20619895104502017,1
0.0,0.946032442107589,0.05396755789241103,0.0,0.0,1.0,0.0,0.0,0.0,0.05396755789241103,0.0,0.946032442107589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05396755789241103,0.946032442107589,0.0,1.0,0.0,0.946032442107589,0.05396755789241103,0.0,49.19048663161384,572.8474791363747,8.377772905246877,2.0,1.946032442107589,50.4857080210317,2.892064884215178,2.0,3.053967557892411,6722.81999149789,23378.927926613676,3.161902673677233,14.0,3.0,1.161902673677233,17.40635686318348,3.892064884215178,2.946032442107589,3.892064884215178,2.946032442107589,1.053967557892411,2.946032442107589,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8829705485149641,0.0,0.0,0.8829705485149641,0.0,0.0,0.0,0.11702945148503585,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,38.59564658217957,1250.0051202476009,6.2978232910897844,2.8829705485149644,1.0,72.29782329108978,2.7659410970299283,1.0,1.1170294514850359,2171.8514725742516,3401.376697641524,3.4681178059401434,13.882970548514963,3.0,2.2340589029700717,10.0,3.1170294514850356,1.2340589029700717,4.351088354455108,2.585147257425179,0.35108835445510755,3.4681178059401434,1
0.0,0.0,1.0,0.0,0.3715294201165832,0.6284705798834168,0.0,0.0,0.0,1.0,0.0,0.0,0.6284705798834168,0.0,0.0,0.0,0.0,0.3715294201165832,0.0,0.0,0.6284705798834168,0.0,0.0,0.3715294201165832,0.6284705798834168,0.3715294201165832,1.0,0.0,0.0,0.0,50.458353041399,643.7359994320724,8.256941159766834,2.743058840233166,3.0,59.91317637871759,2.0,3.0,2.8854117396502503,9763.524944425351,13011.584222156614,3.2291765206994993,15.256941159766834,3.0,4.0,17.17364724256483,1.8854117396502503,2.628470579883417,9.371529420116584,8.371529420116584,4.371529420116583,7.743058840233166,1
0.429459623577934,0.0,0.570540376422066,0.0,0.429459623577934,0.570540376422066,0.0,0.570540376422066,0.0,0.0,0.0,0.429459623577934,1.0,0.429459623577934,0.0,0.0,0.0,0.0,0.0,0.0,0.570540376422066,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.282161505688265,1136.6427686783295,10.877571342292482,2.0,1.429459623577934,50.31946569596149,1.429459623577934,2.4294596235779338,1.570540376422066,7588.336272049355,12236.32760170421,3.8527018821103303,13.711621129266199,3.0,1.570540376422066,10.0,2.0,2.5705403764220662,4.2945962357793395,3.006217365045538,0.429459623577934,3.8651366122014057,1
0.0,0.8708988391519302,0.12910116084806977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12910116084806977,0.8708988391519302,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12910116084806977,0.0,0.8708988391519302,0.12910116084806977,0.8708988391519302,0.12910116084806977,0.0,0.0,23.678315091024906,1271.69053400734,5.291011608480698,1.3873034825442092,3.0,91.25393034911582,2.0,1.0,2.87089883915193,3874.5057247119416,9251.000597001426,4.4835953566077205,17.03280928678456,3.12910116084807,3.12910116084807,4.129101160848069,2.87089883915193,2.7417976783038602,2.2582023216961398,2.0,0.8708988391519302,2.0,1
0.0,0.3716358264548798,0.6283641735451202,0.0,1.0,0.0,0.0,0.6283641735451202,0.0,0.3716358264548798,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3716358264548798,0.6283641735451202,0.0,0.0,0.0,0.3716358264548798,0.0,0.6283641735451202,0.6283641735451202,0.6283641735451202,0.0,0.3716358264548798,0.0,50.195647644447526,367.0166101671638,4.973086611639038,3.62836417354512,2.885092520635361,42.14907479364639,3.0,4.25672834709024,2.37163582645488,15827.693668268015,24576.224985261844,6.62836417354512,11.62836417354512,3.0,3.2567283470902404,31.452375991537764,3.114907479364639,3.0,19.850925206353608,9.425462603176804,8.168734256086562,5.026913388360962,1
0.0,1.0,0.0,0.0,0.7740198028119185,0.2259801971880815,0.0,0.0,0.0,0.0,0.7740198028119185,0.2259801971880815,0.2259801971880815,0.7740198028119185,0.0,0.0,0.0,0.0,0.0,0.0,0.2259801971880815,0.0,0.0,0.2259801971880815,0.7740198028119185,1.0,0.7740198028119185,0.2259801971880815,0.0,0.0,33.74558414094971,387.8455443673183,12.644118816871512,1.2259801971880815,2.7740198028119183,76.31667329560523,3.0,2.7740198028119183,3.7740198028119183,7381.932990728622,23047.96166293218,0.6779405915642442,12.451960394376163,3.0,1.0,11.033821774692733,1.6779405915642442,3.0,7.096079211247674,6.096079211247674,5.6441188168715115,6.096079211247674,1
0.0,0.2576136498849644,0.7423863501150356,0.0,0.7423863501150356,0.2576136498849644,0.0,0.0,0.2576136498849644,0.7423863501150356,0.0,0.0,1.0,0.0,0.0,0.7423863501150356,0.0,0.0,0.0,0.0,0.2576136498849644,0.0,0.0,0.2576136498849644,0.7423863501150356,1.0,1.0,0.0,0.0,0.0,25.060909199079717,1174.19067416511,12.63704569792936,1.772840949654893,3.227159050345107,85.27159050345107,2.2576136498849646,1.2576136498849644,3.2576136498849646,4408.395022012722,20711.973074793746,1.0,11.0,3.0,1.5152272997699288,6.288068249424822,2.5152272997699288,3.0,6.288068249424822,4.772840949654893,0.7423863501150356,3.545681899309786,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.932463434180617,0.06753656581938305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06753656581938305,0.0,0.932463434180617,0.06753656581938305,0.0,30.67536565819383,728.8564666398019,2.418267882207044,2.932463434180617,2.067536565819383,64.27014626327754,2.0,2.0,1.135073131638766,9488.833089558177,5376.151277299855,1.067536565819383,11.067536565819383,3.0,3.7973903025418507,9.864926868361234,4.135073131638766,3.0,9.729853736722468,7.729853736722468,5.662317170903084,6.5272440392643185,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7068292067798632,0.0,0.0,0.7068292067798632,0.0,0.0,0.0,0.29317079322013684,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.361462861018765,537.0370440136551,8.706829206779863,3.7068292067798634,3.1204876203395893,70.75511875255287,2.7068292067798634,1.0,1.2931707932201368,1796.0697095323565,21957.35661187788,2.4136584135597263,13.413658413559727,3.0,2.2931707932201366,10.895608894918084,3.0,1.8795123796604107,3.8273168271194526,2.8273168271194526,0.7068292067798632,0.0,1
0.0,0.0,1.0,0.0,0.6801881727147662,0.31981182728523383,0.0,0.6801881727147662,0.0,0.31981182728523383,0.0,0.0,0.0,0.0,0.0,0.6801881727147662,0.0,0.0,0.0,0.0,0.0,0.31981182728523383,0.0,0.6801881727147662,0.31981182728523383,0.0,1.0,0.0,0.0,0.0,28.84244624529196,476.19341395498316,2.0,2.3198118272852337,1.6396236545704677,42.19811827285234,2.6801881727147663,1.0,1.6396236545704677,2494.96475850989,21682.657822215882,5.081129036288597,17.761317209003362,3.6801881727147663,1.9594354818557016,9.482069899862427,3.0,3.3603763454295326,6.761317209003363,5.400940863573831,0.6801881727147662,5.400940863573831,1
0.0,0.9805023704191341,0.01949762958086587,0.0,0.9805023704191341,0.01949762958086587,0.0,0.9805023704191341,0.0,0.01949762958086587,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805023704191341,0.0,0.01949762958086587,0.0,0.9805023704191341,0.01949762958086587,0.9805023704191341,0.01949762958086587,0.9805023704191341,0.0,0.0,26.077990518323464,353.75707063726213,2.136483407066061,3.0,1.019497629580866,57.62392414658771,3.0,1.0,1.0584928887425975,2023.262777972788,15359.121904707923,5.902511852095671,13.980502370419135,3.0,2.019497629580866,5.902511852095671,2.019497629580866,2.980502370419134,2.961004740838268,1.9610047408382683,0.9805023704191341,1.9610047408382683,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15655755460114784,0.0,0.8434424453988522,1.0,0.0,0.0,0.8434424453988522,0.0,0.15655755460114784,0.0,0.0,0.0,0.0,0.0,0.8434424453988522,0.15655755460114784,0.8434424453988522,0.15655755460114784,0.8434424453988522,0.0,0.0,26.878690655213774,1086.0826361436255,4.939345327606887,1.4696726638034434,4.0,36.07049641962985,3.0,1.156557554601148,3.5303273361965566,3772.723043501799,4665.587773630644,1.0,15.0,3.0,2.0,7.469672663803443,3.156557554601148,3.5303273361965566,7.469672663803443,6.373769781595408,4.217212226994261,6.313115109202296,1
0.0,0.0,1.0,0.795736797653946,0.0,0.204263202346054,0.795736797653946,0.204263202346054,0.0,0.0,0.0,0.0,1.0,0.0,0.795736797653946,0.0,0.0,0.0,0.0,0.0,0.0,0.204263202346054,1.0,0.0,0.0,1.0,0.795736797653946,0.204263202346054,0.0,0.0,34.140315167155244,729.3799831084995,6.204263202346054,3.7957367976539462,3.0,70.35347528445794,3.0,1.0,1.612789607038162,2114.2611668739028,23945.20295941351,3.387210392961838,21.795736797653944,4.0,3.591473595307892,6.182947190615784,2.7957367976539462,3.0,3.0,2.0,0.0,2.0,1
0.0,0.483725095647211,0.516274904352789,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516274904352789,0.483725095647211,0.483725095647211,0.483725095647211,0.516274904352789,0.0,0.0,32.967450191294425,880.5144837760521,7.0,2.483725095647211,2.5488247130583668,72.71157375658626,2.032549808705578,2.0,3.0,5459.116588915828,22865.316454017182,1.0,20.902350573883265,3.483725095647211,2.4511752869416332,9.51627490435279,3.0,3.0,9.51627490435279,5.451175286941633,0.516274904352789,3.418625478236055,1
0.5221646509340804,0.0,0.4778353490659196,0.0,1.0,0.0,0.0,0.5221646509340804,0.0,0.4778353490659196,0.0,0.0,0.5221646509340804,0.0,0.0,0.0,0.5221646509340804,0.4778353490659196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4778353490659196,0.5221646509340804,0.0,0.0,52.25618883972511,634.9407023107152,18.487622320549768,4.0,1.9556706981318392,71.27576278269281,2.5221646509340805,3.0,1.5221646509340805,10969.305122369642,11106.60103761069,3.867012094395518,12.95567069813184,3.0,4.0,20.034542330384312,1.0443293018681608,2.0,10.0,7.955670698131839,7.088658603736322,9.0,1
0.0,0.0677446726219213,0.9322553273780787,0.0,1.0,0.0,0.0,0.9322553273780787,0.0,0.0677446726219213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9322553273780787,0.0,0.0677446726219213,0.9322553273780787,0.0677446726219213,0.9322553273780787,0.0,0.0,34.66127663689039,104.33872336310961,2.203234017865764,3.0,1.0677446726219213,68.39029794640271,3.0,1.0,1.0677446726219213,2097.5751460724287,26558.436262676,0.9322553273780787,12.338723363109606,3.0,3.796765982134236,1.203234017865764,2.067744672621921,3.0,1.1354893452438426,0.1354893452438426,0.0677446726219213,0.1354893452438426,1
0.0,0.47587208668056835,0.5241279133194316,0.0,1.0,0.0,0.0,0.47587208668056835,0.0,0.0,0.0,0.5241279133194316,0.47587208668056835,0.47587208668056835,0.0,0.0,0.0,0.5241279133194316,0.0,0.0,0.0,0.0,0.47587208668056835,0.5241279133194316,0.0,0.0,0.0,0.5241279133194316,0.0,0.47587208668056835,46.33779078647204,414.7476769810504,2.0,4.048255826638863,2.0482558266388633,80.8552325200834,2.4758720866805684,3.4758720866805684,4.0,11120.744173361138,14108.340995165112,3.3311046067639785,13.62063956659716,3.0,2.9517441733611367,27.813662873152612,4.0,3.0,25.861918699791474,7.0,5.7587208668056835,7.096511653277727,1
0.0,0.17628943559610077,0.8237105644038992,0.0,0.17628943559610077,0.8237105644038992,0.0,0.0,0.8237105644038992,0.17628943559610077,0.0,0.0,0.17628943559610077,0.0,0.0,0.0,0.0,0.17628943559610077,0.0,0.0,0.8237105644038992,0.0,0.17628943559610077,0.0,0.8237105644038992,0.8237105644038992,0.8237105644038992,0.0,0.17628943559610077,0.0,29.586604920364906,1303.8229580361863,12.471131693211698,2.1762894355961007,3.4711316932116976,79.94534298128968,3.0,2.1762894355961007,3.0,9888.200150505643,23214.67052967064,3.5288683067883024,11.0,3.0,3.6474211288077987,7.939183791557108,0.8814471779805038,3.0,1.8237105644038993,0.0,1.6474211288077985,1.6474211288077985,1
0.0,0.42333086911008544,0.5766691308899146,0.42333086911008544,0.0,0.5766691308899146,0.42333086911008544,0.0,0.0,0.0,0.5766691308899146,0.0,0.5766691308899146,0.0,0.42333086911008544,0.0,0.0,0.0,0.0,0.0,0.0,0.5766691308899146,0.42333086911008544,0.0,0.5766691308899146,0.5766691308899146,0.5766691308899146,0.42333086911008544,0.0,0.0,23.65663956021094,495.62288730892544,15.496698701568889,3.0,3.576669130889915,49.276595204192475,2.0,1.0,2.846661738220171,2145.976521277495,9855.983863141331,3.116654345550427,12.15333826177983,3.0,2.423330869110085,3.116654345550427,1.7300073926697437,3.153338261779829,2.2699926073302565,0.8466617382201709,0.42333086911008544,0.8466617382201709,1
0.0,0.0,1.0,0.0,0.4188098308717956,0.5811901691282044,0.0,0.4188098308717956,0.5811901691282044,0.0,0.0,0.0,0.0,0.0,0.0,0.4188098308717956,0.0,0.0,0.0,0.0,0.0,0.5811901691282044,0.0,0.4188098308717956,0.5811901691282044,1.0,1.0,0.0,0.0,0.0,35.555472198666656,1410.0264681824617,16.649521353025634,1.5811901691282044,2.418809830871796,73.76928847784616,3.0,1.0,2.837619661743591,2878.2438557051278,22241.879662479692,1.0,17.393091860410248,3.581190169128204,4.0,2.7435705073846135,4.581190169128204,2.0,2.7435705073846135,2.162380338256409,0.0,1.1623803382564089,1
0.752284609084451,0.24771539091554895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24771539091554895,0.0,0.0,0.24771539091554895,0.0,0.0,0.0,0.752284609084451,0.0,0.0,0.0,0.24771539091554895,0.752284609084451,0.752284609084451,0.752284609084451,0.24771539091554895,0.0,0.0,21.972584690986587,595.6546946387531,11.238576954577745,3.0,1.495430781831098,90.05483061802683,2.247715390915549,1.0,2.247715390915549,2045.0342585775772,6169.055808227821,1.0,21.77969991809786,3.752284609084451,2.247715390915549,1.247715390915549,2.7431461727466466,3.504569218168902,1.247715390915549,1.247715390915549,0.4954307818310979,0.4954307818310979,1
0.6044556175712227,0.3955443824287773,0.0,0.0,1.0,0.0,0.0,0.6044556175712227,0.0,0.3955443824287773,0.0,0.0,0.3955443824287773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,33.06683426356834,508.540135307528,4.768810677001442,3.0,1.3955443824287772,67.8440533850072,2.395544382428777,1.0,1.0,3458.5119627287595,17108.615378015533,2.0,18.25346741085467,3.604455617571223,2.395544382428777,8.231189322998558,2.0,3.2089112351424456,0.6044556175712227,0.0,0.0,0.0,1
0.0,0.46583576461016785,0.5341642353898322,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5341642353898322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46583576461016785,0.5341642353898322,0.46583576461016785,0.5341642353898322,0.46583576461016785,0.0,0.0,26.13665694155933,882.1035095745071,4.329178823050839,3.534164235389832,1.0,67.81994164935597,3.0,1.0,3.0,3205.9643769985096,14577.703968544001,1.5341642353898322,13.329178823050839,3.0,3.465835764610168,5.465835764610167,4.534164235389833,1.9316715292203357,2.795014587661007,1.3975072938305035,0.46583576461016785,0.9316715292203357,1
0.20921896682932994,0.0,0.7907810331706701,0.0,0.20921896682932994,0.7907810331706701,0.0,0.0,0.7907810331706701,0.0,0.0,0.20921896682932994,0.20921896682932994,0.0,0.0,0.0,0.0,0.0,0.0,0.20921896682932994,0.0,0.7907810331706701,0.0,0.20921896682932994,0.7907810331706701,0.20921896682932994,0.7907810331706701,0.20921896682932994,0.0,0.0,30.04609483414665,540.7690231210088,10.46453276780531,3.20921896682933,2.4184379336586597,58.90422590536789,1.0,1.0,1.7907810331706702,2665.2238080263137,14594.432775639014,1.0,15.0921896682933,3.20921896682933,2.79078103317067,2.62765690048799,2.79078103317067,3.0,2.62765690048799,2.0,2.20921896682933,1.5815620663413401,1
0.0,0.19513416015450036,0.8048658398454996,0.0,0.19513416015450036,0.8048658398454996,0.0,0.8048658398454996,0.0,0.19513416015450036,0.0,0.0,0.0,0.0,0.0,0.19513416015450036,0.0,0.0,0.0,0.0,0.0,0.8048658398454996,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22.756207441390504,146.82869447273848,10.634060878918497,3.0,2.8048658398454998,84.145975195365,3.8048658398454998,1.0,2.0,2658.630556914577,25481.125650526814,0.8048658398454996,15.390268320309001,3.0,3.414597519536499,1.5854024804635012,0.5854024804635012,3.0,1.3902683203090007,0.3902683203090007,0.19513416015450036,0.3902683203090007,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16677371868474056,0.0,0.0,0.0,0.8332262813152594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.16677371868474056,1.0,0.0,0.0,0.0,51.99614612734934,306.0109193058435,2.833868593423703,2.6664525626305187,4.0,55.00256924843377,3.0,1.0,2.8332262813152593,2477.832583969207,26204.48554797756,3.4996788439457784,23.83322628131526,4.0,1.0,5.999357687891557,3.6664525626305187,3.0,1.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22988331164321651,0.7701166883567835,1.0,1.0,0.0,0.0,0.0,29.229883311643217,729.4496166580097,12.758599739718598,3.0,3.3103500650703506,81.88513428769846,2.2298833116432166,1.0,1.459766623286433,2341.471739233045,11492.792998698593,5.540233376713567,17.93105019521105,3.7701166883567834,2.7701166883567834,3.919533246572866,4.310350065070351,3.0,1.1494165582160827,0.45976662328643303,0.0,0.22988331164321651,1
0.5306472020963845,0.4693527979036155,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4693527979036155,0.0,0.0,0.0,0.5306472020963845,0.0,0.0,1.0,0.0,0.0,0.4693527979036155,0.0,1.0,0.0,0.0,42.408058393710846,912.5709391706506,13.917703160168694,2.4693527979036154,2.4080583937108466,70.593654509012,2.4693527979036154,1.0,1.938705595807231,2601.697848990411,20117.93140638195,4.591941606289153,19.346763989518077,3.4693527979036154,2.4080583937108466,11.570939170650618,1.061294404192769,1.0,1.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.9254210841791127,0.07457891582088727,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9254210841791127,0.0,0.0,0.0,0.0,0.0,0.07457891582088727,0.0,0.07457891582088727,0.9254210841791127,0.0,1.0,0.0,0.0,0.0,27.776263252537337,518.1114782901504,2.522052410746211,3.8508421683582252,1.0,78.17963192597024,2.9254210841791126,1.0,2.8508421683582252,3553.2397079761117,14953.420992207759,2.0745789158208874,11.074578915820886,3.0,2.8508421683582252,5.074578915820887,4.776263252537339,1.1491578316417745,0.2237367474626617,0.14915783164177454,0.14915783164177454,0.14915783164177454,1
0.0,0.0,1.0,0.0,0.33079165118450926,0.6692083488154907,0.0,0.6692083488154907,0.0,0.0,0.0,0.33079165118450926,0.6692083488154907,0.0,0.0,0.0,0.0,0.33079165118450926,0.0,0.0,0.6692083488154907,0.0,0.0,1.0,0.0,0.0,0.6692083488154907,0.33079165118450926,0.0,0.0,42.29266641895215,619.0457502786788,1.3307916511845093,4.3307916511845095,1.6615833023690185,56.585332837904296,2.0,3.0,3.3307916511845095,10463.451673478816,14821.439338039909,3.3460417440774535,12.653958255922547,3.0,2.6692083488154905,22.623458070136657,2.6615833023690185,1.6615833023690185,20.285041372505674,2.9847499071070556,7.692083488154907,7.661583302369019,1
0.0,0.3049420454308519,0.6950579545691481,0.0,0.3049420454308519,0.6950579545691481,0.0,0.3049420454308519,0.6950579545691481,0.0,0.0,0.0,1.0,0.0,0.0,0.3049420454308519,0.0,0.0,0.0,0.0,0.6950579545691481,0.0,0.0,1.0,0.0,0.6950579545691481,0.0,0.3049420454308519,0.6950579545691481,0.0,38.170347727414885,471.0147625080795,18.035753409398925,2.609884090861704,3.304942045430852,75.6235511357713,2.304942045430852,2.0,2.390115909138296,6064.689925024499,6139.884320452224,2.609884090861704,13.524710227154259,3.0,1.6098840908617038,8.914826136292556,5.085173863707444,2.695057954569148,6.304942045430852,3.0851738637074444,0.6950579545691481,2.134594318015963,1
0.0,1.0,0.0,0.0,0.4842225037284308,0.5157774962715692,0.0,0.5157774962715692,0.0,0.4842225037284308,0.0,0.0,0.4842225037284308,0.0,0.0,0.4842225037284308,0.0,0.0,0.0,0.0,0.0,0.5157774962715692,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,511.2478885235414,15.074007600667631,2.515777496271569,3.0,80.79977242915982,2.0,1.0,3.031554992543138,3121.050417587531,11770.62882414246,3.6104424739009846,12.547332488814707,3.0,2.515777496271569,4.452667511185292,2.515777496271569,4.0,2.936890014913723,1.9368900149137231,0.4842225037284308,1.9368900149137231,1
0.0,0.0750933144222824,0.9249066855777176,0.9249066855777176,0.0,0.0750933144222824,0.0,0.0,0.0,0.0750933144222824,0.0,0.9249066855777176,0.9249066855777176,0.0,0.9249066855777176,0.0,0.0,0.0,0.0,0.0,0.0,0.0750933144222824,0.0,0.0,1.0,0.0750933144222824,1.0,0.0,0.0,0.0,18.924906685577717,493.13013229322553,2.0750933144222823,2.0,1.0750933144222823,53.35167965960108,2.0750933144222823,1.0,4.0,2489.282152149829,18435.72341365482,1.0,12.0,3.0,3.0,0.9249066855777176,2.9249066855777177,4.0,0.9249066855777176,0.0,0.0,0.0,1
0.0,0.0,1.0,0.8549107326867723,0.1450892673132277,0.0,0.0,0.1450892673132277,0.0,0.0,0.0,0.8549107326867723,0.1450892673132277,0.0,0.8549107326867723,0.1450892673132277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8549107326867723,0.1450892673132277,0.1450892673132277,1.0,0.0,0.0,0.0,34.87053560387937,1139.2098173435365,8.709821465373544,3.8549107326867724,1.0,55.046874613577785,3.0,1.0,2.709821465373545,2658.428582027581,3110.7388343726316,1.2901785346264554,14.854910732686772,3.0,3.709821465373545,3.1607141385058215,0.43526780193968306,2.709821465373545,2.290178534626455,2.0,1.7098214653735446,2.1450892673132276,1
0.0,0.3198429396526967,0.6801570603473033,0.6801570603473033,0.3198429396526967,0.0,0.0,0.3198429396526967,0.0,0.0,0.0,0.6801570603473033,0.3198429396526967,0.0,0.6801570603473033,0.0,0.0,0.0,0.0,0.3198429396526967,0.0,0.0,0.0,0.6801570603473033,0.3198429396526967,0.3198429396526967,1.0,0.0,0.0,0.0,33.680157060347305,1097.0848688707665,7.080942362083819,3.6801570603473035,1.0,57.75717291374854,3.0,1.0,2.3603141206946066,2935.824821429534,3101.425550448048,1.0,13.720628241389214,3.0,3.0404711810419096,4.558743517221574,0.9595288189580904,3.0,4.558743517221574,3.919057637916181,4.238900577568877,3.5992146982634834,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.19385638853834397,0.0,0.806143611461656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19385638853834397,0.806143611461656,0.0,1.0,0.0,0.0,0.0,44.255292503154905,660.4703189043129,7.449148891693248,2.387712777076688,2.612287222923312,60.51058500630981,2.0,3.0,3.806143611461656,9810.917824652961,13853.053571201845,1.7754255541533759,15.030718057308281,3.0,3.806143611461656,10.550851108306752,2.806143611461656,2.612287222923312,9.969281942691719,6.643005280231592,5.356994719768408,7.0,1
